分类,名称,字段,数值,类型
天赋卡,atk_speed1,rarity,Common,TalentCardRarity
天赋卡,atk_speed1,slotDiscount,0.00,float
天赋卡,atk_speed1,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,atk_speed1,effectValue,12,int
天赋卡,atk_speed1,effectValue2,0,int
天赋卡,atk_speed1,secondaryEffectType,None,TalentEffectType
天赋卡,atk_speed1,secondaryEffectValue,0,int
天赋卡,atk_speed1,secondaryEffectValue2,0,int
天赋卡,atk_speed1,effectTarget,Global,CardEffectTarget
天赋卡,atk_speed1,targetOperatorType,Vanguard,OperatorType
天赋卡,atk_speed1,targetOperatorDataId,-1,int
天赋卡,atk_speed1,purchaseCooldownPenalty,0,int
天赋卡,atk_speed1,cardScope,PerRun,CardScope
天赋卡,atk_speed1,isGuardianRewindCard,false,bool
天赋卡,atk_speed1,triggerType,None,GuardianRewindTriggerType
天赋卡,atk_speed1,triggerValue,0,int
天赋卡,atk_speed1,isCurse,false,bool
天赋卡,atk_speed1,curseEffectType,None,TalentEffectType
天赋卡,atk_speed1,curseEffectValue,0,int
天赋卡,atk_speed1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,atk_speed1,curseSecondaryEffectValue,0,int
天赋卡,atk_speed1,curseRemovable,true,bool
天赋卡,atk_speed2,cardId,atk_speed2,string
天赋卡,atk_speed2,displayName,攻速提升2,string
天赋卡,atk_speed2,description,攻击速度+25%,string
天赋卡,atk_speed2,cardType,Attack,TalentCardType
天赋卡,atk_speed2,rarity,Common,TalentCardRarity
天赋卡,atk_speed2,slotDiscount,0.00,float
天赋卡,atk_speed2,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,atk_speed2,effectValue,25,int
天赋卡,atk_speed2,effectValue2,0,int
天赋卡,atk_speed2,secondaryEffectType,None,TalentEffectType
天赋卡,atk_speed2,secondaryEffectValue,0,int
天赋卡,atk_speed2,secondaryEffectValue2,0,int
天赋卡,atk_speed2,effectTarget,Global,CardEffectTarget
天赋卡,atk_speed2,targetOperatorType,Vanguard,OperatorType
天赋卡,atk_speed2,targetOperatorDataId,-1,int
天赋卡,atk_speed2,purchaseCooldownPenalty,0,int
天赋卡,atk_speed2,cardScope,PerRun,CardScope
天赋卡,atk_speed2,isGuardianRewindCard,false,bool
天赋卡,atk_speed2,triggerType,None,GuardianRewindTriggerType
天赋卡,atk_speed2,triggerValue,0,int
天赋卡,atk_speed2,isCurse,false,bool
天赋卡,atk_speed2,curseEffectType,None,TalentEffectType
天赋卡,atk_speed2,curseEffectValue,0,int
天赋卡,atk_speed2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,atk_speed2,curseSecondaryEffectValue,0,int
天赋卡,atk_speed2,curseRemovable,true,bool
天赋卡,atk_speed3,cardId,atk_speed3,string
天赋卡,atk_speed3,displayName,攻速提升3,string
天赋卡,atk_speed3,description,攻击速度+40%，攻击力+10%,string
天赋卡,atk_speed3,cardType,Attack,TalentCardType
天赋卡,atk_speed3,rarity,Common,TalentCardRarity
天赋卡,atk_speed3,slotDiscount,0.00,float
天赋卡,atk_speed3,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,atk_speed3,effectValue,40,int
天赋卡,atk_speed3,effectValue2,0,int
天赋卡,atk_speed3,secondaryEffectType,AttackPercent,TalentEffectType
天赋卡,atk_speed3,secondaryEffectValue,10,int
天赋卡,atk_speed3,secondaryEffectValue2,0,int
天赋卡,atk_speed3,effectTarget,Global,CardEffectTarget
天赋卡,atk_speed3,targetOperatorType,Vanguard,OperatorType
天赋卡,atk_speed3,targetOperatorDataId,-1,int
天赋卡,atk_speed3,purchaseCooldownPenalty,0,int
天赋卡,atk_speed3,cardScope,PerRun,CardScope
天赋卡,atk_speed3,isGuardianRewindCard,false,bool
天赋卡,atk_speed3,triggerType,None,GuardianRewindTriggerType
天赋卡,atk_speed3,triggerValue,0,int
天赋卡,atk_speed3,isCurse,false,bool
天赋卡,atk_speed3,curseEffectType,None,TalentEffectType
天赋卡,atk_speed3,curseEffectValue,0,int
天赋卡,atk_speed3,curseSecondaryEffectType,None,TalentEffectType
天赋卡,atk_speed3,curseSecondaryEffectValue,0,int
天赋卡,atk_speed3,curseRemovable,true,bool
天赋卡,curse_abyss,cardId,curse_abyss,string
天赋卡,curse_abyss,displayName,深渊凝视,string
天赋卡,curse_abyss,description,守护点最大生命 -5。不可移除。深渊在凝视着你，它不会轻易放手。,string
天赋卡,curse_abyss,cardType,Special,TalentCardType
天赋卡,curse_abyss,rarity,Legendary,TalentCardRarity
天赋卡,curse_abyss,slotDiscount,0.00,float
天赋卡,curse_abyss,effectType,GuardianHpBonus,TalentEffectType
天赋卡,curse_abyss,effectValue,0,int
天赋卡,curse_abyss,effectValue2,0,int
天赋卡,curse_abyss,secondaryEffectType,None,TalentEffectType
天赋卡,curse_abyss,secondaryEffectValue,0,int
天赋卡,curse_abyss,secondaryEffectValue2,0,int
天赋卡,curse_abyss,effectTarget,Global,CardEffectTarget
天赋卡,curse_abyss,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_abyss,targetOperatorDataId,-1,int
天赋卡,curse_abyss,purchaseCooldownPenalty,0,int
天赋卡,curse_abyss,cardScope,PerRun,CardScope
天赋卡,curse_abyss,isGuardianRewindCard,false,bool
天赋卡,curse_abyss,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_abyss,triggerValue,0,int
天赋卡,curse_abyss,isCurse,true,bool
天赋卡,curse_abyss,curseEffectType,GuardianHpBonus,TalentEffectType
天赋卡,curse_abyss,curseEffectValue,-5,int
天赋卡,curse_abyss,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_abyss,curseSecondaryEffectValue,0,int
天赋卡,curse_abyss,curseRemovable,false,bool
天赋卡,curse_bloodmoon,cardId,curse_bloodmoon,string
天赋卡,curse_bloodmoon,displayName,血月诅咒,string
天赋卡,curse_bloodmoon,description,守护点最大生命 -3。血月之下，你的堡垒变得不堪一击。,string
天赋卡,curse_bloodmoon,cardType,Special,TalentCardType
天赋卡,curse_bloodmoon,rarity,Advanced,TalentCardRarity
天赋卡,curse_bloodmoon,slotDiscount,0.00,float
天赋卡,curse_bloodmoon,effectType,GuardianHpBonus,TalentEffectType
天赋卡,curse_bloodmoon,effectValue,0,int
天赋卡,curse_bloodmoon,effectValue2,0,int
天赋卡,curse_bloodmoon,secondaryEffectType,None,TalentEffectType
天赋卡,curse_bloodmoon,secondaryEffectValue,0,int
天赋卡,curse_bloodmoon,secondaryEffectValue2,0,int
天赋卡,curse_bloodmoon,effectTarget,Global,CardEffectTarget
天赋卡,curse_bloodmoon,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_bloodmoon,targetOperatorDataId,-1,int
天赋卡,curse_bloodmoon,purchaseCooldownPenalty,0,int
天赋卡,curse_bloodmoon,cardScope,PerRun,CardScope
天赋卡,curse_bloodmoon,isGuardianRewindCard,false,bool
天赋卡,curse_bloodmoon,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_bloodmoon,triggerValue,0,int
天赋卡,curse_bloodmoon,isCurse,true,bool
天赋卡,curse_bloodmoon,curseEffectType,GuardianHpBonus,TalentEffectType
天赋卡,curse_bloodmoon,curseEffectValue,-3,int
天赋卡,curse_bloodmoon,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_bloodmoon,curseSecondaryEffectValue,0,int
天赋卡,curse_bloodmoon,curseRemovable,true,bool
天赋卡,curse_decay,cardId,curse_decay,string
天赋卡,curse_decay,displayName,腐朽铠甲,string
天赋卡,curse_decay,description,全体干员防御力 -20%。装备在不知不觉中开始锈蚀。,string
天赋卡,curse_decay,cardType,Special,TalentCardType
天赋卡,curse_decay,rarity,Common,TalentCardRarity
天赋卡,curse_decay,slotDiscount,0.00,float
天赋卡,curse_decay,effectType,DefensePercent,TalentEffectType
天赋卡,curse_decay,effectValue,0,int
天赋卡,curse_decay,effectValue2,0,int
天赋卡,curse_decay,secondaryEffectType,None,TalentEffectType
天赋卡,curse_decay,secondaryEffectValue,0,int
天赋卡,curse_decay,secondaryEffectValue2,0,int
天赋卡,curse_decay,effectTarget,Global,CardEffectTarget
天赋卡,curse_decay,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_decay,targetOperatorDataId,-1,int
天赋卡,curse_decay,purchaseCooldownPenalty,0,int
天赋卡,curse_decay,cardScope,PerRun,CardScope
天赋卡,curse_decay,isGuardianRewindCard,false,bool
天赋卡,curse_decay,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_decay,triggerValue,0,int
天赋卡,curse_decay,isCurse,true,bool
天赋卡,curse_decay,curseEffectType,DefensePercent,TalentEffectType
天赋卡,curse_decay,curseEffectValue,-20,int
天赋卡,curse_decay,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_decay,curseSecondaryEffectValue,0,int
天赋卡,curse_decay,curseRemovable,true,bool
天赋卡,curse_elite,cardId,curse_elite,string
天赋卡,curse_elite,displayName,精英猎杀者,string
天赋卡,curse_elite,description,精英敌人全属性 +25%。更强的精英在等待着你的失误。,string
天赋卡,curse_elite,cardType,Special,TalentCardType
天赋卡,curse_elite,rarity,Advanced,TalentCardRarity
天赋卡,curse_elite,slotDiscount,0.00,float
天赋卡,curse_elite,effectType,EliteDamageBonus,TalentEffectType
天赋卡,curse_elite,effectValue,0,int
天赋卡,curse_elite,effectValue2,0,int
天赋卡,curse_elite,secondaryEffectType,None,TalentEffectType
天赋卡,curse_elite,secondaryEffectValue,0,int
天赋卡,curse_elite,secondaryEffectValue2,0,int
天赋卡,curse_elite,effectTarget,Global,CardEffectTarget
天赋卡,curse_elite,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_elite,targetOperatorDataId,-1,int
天赋卡,curse_elite,purchaseCooldownPenalty,0,int
天赋卡,curse_elite,cardScope,PerRun,CardScope
天赋卡,curse_elite,isGuardianRewindCard,false,bool
天赋卡,curse_elite,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_elite,triggerValue,0,int
天赋卡,curse_elite,isCurse,true,bool
天赋卡,curse_elite,curseEffectType,EliteDamageBonus,TalentEffectType
天赋卡,curse_elite,curseEffectValue,-25,int
天赋卡,curse_elite,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_elite,curseSecondaryEffectValue,0,int
天赋卡,curse_elite,curseRemovable,true,bool
天赋卡,curse_fate,cardId,curse_fate,string
天赋卡,curse_fate,displayName,命运无常,string
天赋卡,curse_fate,description,暴击率 -20%。幸运女神背弃了你。,string
天赋卡,curse_fate,cardType,Special,TalentCardType
天赋卡,curse_fate,rarity,Advanced,TalentCardRarity
天赋卡,curse_fate,slotDiscount,0.00,float
天赋卡,curse_fate,effectType,CritChanceBonus,TalentEffectType
天赋卡,curse_fate,effectValue,0,int
天赋卡,curse_fate,effectValue2,0,int
天赋卡,curse_fate,secondaryEffectType,None,TalentEffectType
天赋卡,curse_fate,secondaryEffectValue,0,int
天赋卡,curse_fate,secondaryEffectValue2,0,int
天赋卡,curse_fate,effectTarget,Global,CardEffectTarget
天赋卡,curse_fate,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_fate,targetOperatorDataId,-1,int
天赋卡,curse_fate,purchaseCooldownPenalty,0,int
天赋卡,curse_fate,cardScope,PerRun,CardScope
天赋卡,curse_fate,isGuardianRewindCard,false,bool
天赋卡,curse_fate,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_fate,triggerValue,0,int
天赋卡,curse_fate,isCurse,true,bool
天赋卡,curse_fate,curseEffectType,CritChanceBonus,TalentEffectType
天赋卡,curse_fate,curseEffectValue,-20,int
天赋卡,curse_fate,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_fate,curseSecondaryEffectValue,0,int
天赋卡,curse_fate,curseRemovable,true,bool
天赋卡,curse_feeble,cardId,curse_feeble,string
天赋卡,curse_feeble,displayName,虚弱之触,string
天赋卡,curse_feeble,description,全体干员最大生命值 -25%。你的部队变得弱不禁风。,string
天赋卡,curse_feeble,cardType,Special,TalentCardType
天赋卡,curse_feeble,rarity,Common,TalentCardRarity
天赋卡,curse_feeble,slotDiscount,0.00,float
天赋卡,curse_feeble,effectType,MaxHpPercent,TalentEffectType
天赋卡,curse_feeble,effectValue,0,int
天赋卡,curse_feeble,effectValue2,0,int
天赋卡,curse_feeble,secondaryEffectType,None,TalentEffectType
天赋卡,curse_feeble,secondaryEffectValue,0,int
天赋卡,curse_feeble,secondaryEffectValue2,0,int
天赋卡,curse_feeble,effectTarget,Global,CardEffectTarget
天赋卡,curse_feeble,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_feeble,targetOperatorDataId,-1,int
天赋卡,curse_feeble,purchaseCooldownPenalty,0,int
天赋卡,curse_feeble,cardScope,PerRun,CardScope
天赋卡,curse_feeble,isGuardianRewindCard,false,bool
天赋卡,curse_feeble,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_feeble,triggerValue,0,int
天赋卡,curse_feeble,isCurse,true,bool
天赋卡,curse_feeble,curseEffectType,MaxHpPercent,TalentEffectType
天赋卡,curse_feeble,curseEffectValue,-25,int
天赋卡,curse_feeble,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_feeble,curseSecondaryEffectValue,0,int
天赋卡,curse_feeble,curseRemovable,true,bool
天赋卡,curse_greed,cardId,curse_greed,string
天赋卡,curse_greed,displayName,贪婪之罚,string
天赋卡,curse_greed,description,击杀敌人获得的金币 -40%。财富似乎总是从你指缝间溜走。,string
天赋卡,curse_greed,cardType,Special,TalentCardType
天赋卡,curse_greed,rarity,Common,TalentCardRarity
天赋卡,curse_greed,slotDiscount,0.00,float
天赋卡,curse_greed,effectType,GoldBonus,TalentEffectType
天赋卡,curse_greed,effectValue,0,int
天赋卡,curse_greed,effectValue2,0,int
天赋卡,curse_greed,secondaryEffectType,None,TalentEffectType
天赋卡,curse_greed,secondaryEffectValue,0,int
天赋卡,curse_greed,secondaryEffectValue2,0,int
天赋卡,curse_greed,effectTarget,Global,CardEffectTarget
天赋卡,curse_greed,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_greed,targetOperatorDataId,-1,int
天赋卡,curse_greed,purchaseCooldownPenalty,0,int
天赋卡,curse_greed,cardScope,PerRun,CardScope
天赋卡,curse_greed,isGuardianRewindCard,false,bool
天赋卡,curse_greed,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_greed,triggerValue,0,int
天赋卡,curse_greed,isCurse,true,bool
天赋卡,curse_greed,curseEffectType,GoldBonus,TalentEffectType
天赋卡,curse_greed,curseEffectValue,-40,int
天赋卡,curse_greed,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_greed,curseSecondaryEffectValue,0,int
天赋卡,curse_greed,curseRemovable,true,bool
天赋卡,curse_guardian_frail,cardId,curse_guardian_frail,string
天赋卡,curse_guardian_frail,displayName,守护点脆弱,string
天赋卡,curse_guardian_frail,description,守护点受到的所有伤害 +30%。命运对你的守护点格外残忍。,string
天赋卡,curse_guardian_frail,cardType,Special,TalentCardType
天赋卡,curse_guardian_frail,rarity,Common,TalentCardRarity
天赋卡,curse_guardian_frail,slotDiscount,0.00,float
天赋卡,curse_guardian_frail,effectType,GuardianHpBonus,TalentEffectType
天赋卡,curse_guardian_frail,effectValue,0,int
天赋卡,curse_guardian_frail,effectValue2,0,int
天赋卡,curse_guardian_frail,secondaryEffectType,None,TalentEffectType
天赋卡,curse_guardian_frail,secondaryEffectValue,0,int
天赋卡,curse_guardian_frail,secondaryEffectValue2,0,int
天赋卡,curse_guardian_frail,effectTarget,Global,CardEffectTarget
天赋卡,curse_guardian_frail,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_guardian_frail,targetOperatorDataId,-1,int
天赋卡,curse_guardian_frail,purchaseCooldownPenalty,0,int
天赋卡,curse_guardian_frail,cardScope,PerRun,CardScope
天赋卡,curse_guardian_frail,isGuardianRewindCard,false,bool
天赋卡,curse_guardian_frail,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_guardian_frail,triggerValue,0,int
天赋卡,curse_guardian_frail,isCurse,true,bool
天赋卡,curse_guardian_frail,curseEffectType,GuardianHpBonus,TalentEffectType
天赋卡,curse_guardian_frail,curseEffectValue,-30,int
天赋卡,curse_guardian_frail,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_guardian_frail,curseSecondaryEffectValue,0,int
天赋卡,curse_guardian_frail,curseRemovable,true,bool
天赋卡,curse_misfortune,cardId,curse_misfortune,string
天赋卡,curse_misfortune,displayName,厄运缠身,string
天赋卡,curse_misfortune,description,免费重抽不可用，选卡选项数 -1（最低2个）。命运仿佛在和你作对。,string
天赋卡,curse_misfortune,cardType,Special,TalentCardType
天赋卡,curse_misfortune,rarity,Rare,TalentCardRarity
天赋卡,curse_misfortune,slotDiscount,0.00,float
天赋卡,curse_misfortune,effectType,None,TalentEffectType
天赋卡,curse_misfortune,effectValue,0,int
天赋卡,curse_misfortune,effectValue2,0,int
天赋卡,curse_misfortune,secondaryEffectType,None,TalentEffectType
天赋卡,curse_misfortune,secondaryEffectValue,0,int
天赋卡,curse_misfortune,secondaryEffectValue2,0,int
天赋卡,curse_misfortune,effectTarget,Global,CardEffectTarget
天赋卡,curse_misfortune,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_misfortune,targetOperatorDataId,-1,int
天赋卡,curse_misfortune,purchaseCooldownPenalty,0,int
天赋卡,curse_misfortune,cardScope,PerRun,CardScope
天赋卡,curse_misfortune,isGuardianRewindCard,false,bool
天赋卡,curse_misfortune,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_misfortune,triggerValue,0,int
天赋卡,curse_misfortune,isCurse,true,bool
天赋卡,curse_misfortune,curseEffectType,None,TalentEffectType
天赋卡,curse_misfortune,curseEffectValue,0,int
天赋卡,curse_misfortune,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_misfortune,curseSecondaryEffectValue,0,int
天赋卡,curse_misfortune,curseRemovable,true,bool
天赋卡,curse_sloth,cardId,curse_sloth,string
天赋卡,curse_sloth,displayName,怠惰之咒,string
天赋卡,curse_sloth,description,全体干员攻击速度 -20%。你的部队变得迟缓而疲惫。,string
天赋卡,curse_sloth,cardType,Special,TalentCardType
天赋卡,curse_sloth,rarity,Common,TalentCardRarity
天赋卡,curse_sloth,slotDiscount,0.00,float
天赋卡,curse_sloth,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,curse_sloth,effectValue,0,int
天赋卡,curse_sloth,effectValue2,0,int
天赋卡,curse_sloth,secondaryEffectType,None,TalentEffectType
天赋卡,curse_sloth,secondaryEffectValue,0,int
天赋卡,curse_sloth,secondaryEffectValue2,0,int
天赋卡,curse_sloth,effectTarget,Global,CardEffectTarget
天赋卡,curse_sloth,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_sloth,targetOperatorDataId,-1,int
天赋卡,curse_sloth,purchaseCooldownPenalty,0,int
天赋卡,curse_sloth,cardScope,PerRun,CardScope
天赋卡,curse_sloth,isGuardianRewindCard,false,bool
天赋卡,curse_sloth,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_sloth,triggerValue,0,int
天赋卡,curse_sloth,isCurse,true,bool
天赋卡,curse_sloth,curseEffectType,AttackSpeedPercent,TalentEffectType
天赋卡,curse_sloth,curseEffectValue,-20,int
天赋卡,curse_sloth,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_sloth,curseSecondaryEffectValue,0,int
天赋卡,curse_sloth,curseRemovable,true,bool
天赋卡,curse_void,cardId,curse_void,string
天赋卡,curse_void,displayName,虚空虚弱,string
天赋卡,curse_void,description,全体干员攻击力 -15%。你的部队仿佛被虚空削弱了。,string
天赋卡,curse_void,cardType,Special,TalentCardType
天赋卡,curse_void,rarity,Common,TalentCardRarity
天赋卡,curse_void,slotDiscount,0.00,float
天赋卡,curse_void,effectType,AttackPercent,TalentEffectType
天赋卡,curse_void,effectValue,0,int
天赋卡,curse_void,effectValue2,0,int
天赋卡,curse_void,secondaryEffectType,None,TalentEffectType
天赋卡,curse_void,secondaryEffectValue,0,int
天赋卡,curse_void,secondaryEffectValue2,0,int
天赋卡,curse_void,effectTarget,Global,CardEffectTarget
天赋卡,curse_void,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_void,targetOperatorDataId,-1,int
天赋卡,curse_void,purchaseCooldownPenalty,0,int
天赋卡,curse_void,cardScope,PerRun,CardScope
天赋卡,curse_void,isGuardianRewindCard,false,bool
天赋卡,curse_void,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_void,triggerValue,0,int
天赋卡,curse_void,isCurse,true,bool
天赋卡,curse_void,curseEffectType,AttackPercent,TalentEffectType
天赋卡,curse_void,curseEffectValue,-15,int
天赋卡,curse_void,curseSecondaryEffectType,None,TalentEffectType
天赋卡,curse_void,curseSecondaryEffectValue,0,int
天赋卡,curse_void,curseRemovable,true,bool
天赋卡,curse_warfever,cardId,curse_warfever,string
天赋卡,curse_warfever,displayName,战争狂热,string
天赋卡,curse_warfever,description,击杀后攻速 +30%，但受到伤害 +20%。杀戮的快感让你失去理智。,string
天赋卡,curse_warfever,cardType,Special,TalentCardType
天赋卡,curse_warfever,rarity,Rare,TalentCardRarity
天赋卡,curse_warfever,slotDiscount,0.00,float
天赋卡,curse_warfever,effectType,KillAttackSpeedBuff,TalentEffectType
天赋卡,curse_warfever,effectValue,0,int
天赋卡,curse_warfever,effectValue2,0,int
天赋卡,curse_warfever,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,curse_warfever,secondaryEffectValue,0,int
天赋卡,curse_warfever,secondaryEffectValue2,0,int
天赋卡,curse_warfever,effectTarget,Global,CardEffectTarget
天赋卡,curse_warfever,targetOperatorType,Vanguard,OperatorType
天赋卡,curse_warfever,targetOperatorDataId,-1,int
天赋卡,curse_warfever,purchaseCooldownPenalty,0,int
天赋卡,curse_warfever,cardScope,PerRun,CardScope
天赋卡,curse_warfever,isGuardianRewindCard,false,bool
天赋卡,curse_warfever,triggerType,None,GuardianRewindTriggerType
天赋卡,curse_warfever,triggerValue,0,int
天赋卡,curse_warfever,isCurse,true,bool
天赋卡,curse_warfever,curseEffectType,KillAttackSpeedBuff,TalentEffectType
天赋卡,curse_warfever,curseEffectValue,30,int
天赋卡,curse_warfever,curseSecondaryEffectType,DefensePercent,TalentEffectType
天赋卡,curse_warfever,curseSecondaryEffectValue,-20,int
天赋卡,curse_warfever,curseRemovable,true,bool
天赋卡,def_block,cardId,def_block,string
天赋卡,def_block,displayName,格挡大师,string
天赋卡,def_block,description,防御力+30%，最大生命+20%,string
天赋卡,def_block,cardType,Defense,TalentCardType
天赋卡,def_block,rarity,Common,TalentCardRarity
天赋卡,def_block,slotDiscount,0.00,float
天赋卡,def_block,effectType,DefensePercent,TalentEffectType
天赋卡,def_block,effectValue,30,int
天赋卡,def_block,effectValue2,0,int
天赋卡,def_block,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,def_block,secondaryEffectValue,20,int
天赋卡,def_block,secondaryEffectValue2,0,int
天赋卡,def_block,effectTarget,Global,CardEffectTarget
天赋卡,def_block,targetOperatorType,Vanguard,OperatorType
天赋卡,def_block,targetOperatorDataId,-1,int
天赋卡,def_block,purchaseCooldownPenalty,0,int
天赋卡,def_block,cardScope,PerRun,CardScope
天赋卡,def_block,isGuardianRewindCard,false,bool
天赋卡,def_block,triggerType,None,GuardianRewindTriggerType
天赋卡,def_block,triggerValue,0,int
天赋卡,def_block,isCurse,false,bool
天赋卡,def_block,curseEffectType,None,TalentEffectType
天赋卡,def_block,curseEffectValue,0,int
天赋卡,def_block,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_block,curseSecondaryEffectValue,0,int
天赋卡,def_block,curseRemovable,true,bool
天赋卡,def_def1,cardId,def_def1,string
天赋卡,def_def1,displayName,防御强化1,string
天赋卡,def_def1,description,防御力+20%,string
天赋卡,def_def1,cardType,Defense,TalentCardType
天赋卡,def_def1,rarity,Common,TalentCardRarity
天赋卡,def_def1,slotDiscount,0.00,float
天赋卡,def_def1,effectType,DefensePercent,TalentEffectType
天赋卡,def_def1,effectValue,20,int
天赋卡,def_def1,effectValue2,0,int
天赋卡,def_def1,secondaryEffectType,None,TalentEffectType
天赋卡,def_def1,secondaryEffectValue,0,int
天赋卡,def_def1,secondaryEffectValue2,0,int
天赋卡,def_def1,effectTarget,Global,CardEffectTarget
天赋卡,def_def1,targetOperatorType,Vanguard,OperatorType
天赋卡,def_def1,targetOperatorDataId,-1,int
天赋卡,def_def1,purchaseCooldownPenalty,0,int
天赋卡,def_def1,cardScope,PerRun,CardScope
天赋卡,def_def1,isGuardianRewindCard,false,bool
天赋卡,def_def1,triggerType,None,GuardianRewindTriggerType
天赋卡,def_def1,triggerValue,0,int
天赋卡,def_def1,isCurse,false,bool
天赋卡,def_def1,curseEffectType,None,TalentEffectType
天赋卡,def_def1,curseEffectValue,0,int
天赋卡,def_def1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_def1,curseSecondaryEffectValue,0,int
天赋卡,def_def1,curseRemovable,true,bool
天赋卡,def_def2,cardId,def_def2,string
天赋卡,def_def2,displayName,防御强化2,string
天赋卡,def_def2,description,防御力+40%,string
天赋卡,def_def2,cardType,Defense,TalentCardType
天赋卡,def_def2,rarity,Common,TalentCardRarity
天赋卡,def_def2,slotDiscount,0.00,float
天赋卡,def_def2,effectType,DefensePercent,TalentEffectType
天赋卡,def_def2,effectValue,40,int
天赋卡,def_def2,effectValue2,0,int
天赋卡,def_def2,secondaryEffectType,None,TalentEffectType
天赋卡,def_def2,secondaryEffectValue,0,int
天赋卡,def_def2,secondaryEffectValue2,0,int
天赋卡,def_def2,effectTarget,Global,CardEffectTarget
天赋卡,def_def2,targetOperatorType,Vanguard,OperatorType
天赋卡,def_def2,targetOperatorDataId,-1,int
天赋卡,def_def2,purchaseCooldownPenalty,0,int
天赋卡,def_def2,cardScope,PerRun,CardScope
天赋卡,def_def2,isGuardianRewindCard,false,bool
天赋卡,def_def2,triggerType,None,GuardianRewindTriggerType
天赋卡,def_def2,triggerValue,0,int
天赋卡,def_def2,isCurse,false,bool
天赋卡,def_def2,curseEffectType,None,TalentEffectType
天赋卡,def_def2,curseEffectValue,0,int
天赋卡,def_def2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_def2,curseSecondaryEffectValue,0,int
天赋卡,def_def2,curseRemovable,true,bool
天赋卡,def_def3,cardId,def_def3,string
天赋卡,def_def3,displayName,防御强化3,string
天赋卡,def_def3,description,防御力+60%，最大生命+15%,string
天赋卡,def_def3,cardType,Defense,TalentCardType
天赋卡,def_def3,rarity,Common,TalentCardRarity
天赋卡,def_def3,slotDiscount,0.00,float
天赋卡,def_def3,effectType,DefensePercent,TalentEffectType
天赋卡,def_def3,effectValue,60,int
天赋卡,def_def3,effectValue2,0,int
天赋卡,def_def3,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,def_def3,secondaryEffectValue,15,int
天赋卡,def_def3,secondaryEffectValue2,0,int
天赋卡,def_def3,effectTarget,Global,CardEffectTarget
天赋卡,def_def3,targetOperatorType,Vanguard,OperatorType
天赋卡,def_def3,targetOperatorDataId,-1,int
天赋卡,def_def3,purchaseCooldownPenalty,0,int
天赋卡,def_def3,cardScope,PerRun,CardScope
天赋卡,def_def3,isGuardianRewindCard,false,bool
天赋卡,def_def3,triggerType,None,GuardianRewindTriggerType
天赋卡,def_def3,triggerValue,0,int
天赋卡,def_def3,isCurse,false,bool
天赋卡,def_def3,curseEffectType,None,TalentEffectType
天赋卡,def_def3,curseEffectValue,0,int
天赋卡,def_def3,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_def3,curseSecondaryEffectValue,0,int
天赋卡,def_def3,curseRemovable,true,bool
天赋卡,def_dodge1,cardId,def_dodge1,string
