分类,名称,字段,数值,类型
天赋卡,atk_vanguard,cardId,atk_vanguard,string
天赋卡,atk_vanguard,displayName,先锋荣耀,string
天赋卡,atk_vanguard,description,先锋攻击力+30%，侦察伤害+50%,string
天赋卡,atk_vanguard,cardType,Attack,TalentCardType
天赋卡,atk_vanguard,rarity,Common,TalentCardRarity
天赋卡,atk_vanguard,slotDiscount,0.00,float
天赋卡,atk_vanguard,effectType,AttackPercent,TalentEffectType
天赋卡,atk_vanguard,effectValue,30,int
天赋卡,atk_vanguard,effectValue2,0,int
天赋卡,atk_vanguard,secondaryEffectType,EliteDamageBonus,TalentEffectType
天赋卡,atk_vanguard,secondaryEffectValue,50,int
天赋卡,atk_vanguard,secondaryEffectValue2,0,int
天赋卡,atk_vanguard,effectTarget,ByClass,CardEffectTarget
天赋卡,atk_vanguard,targetOperatorType,Vanguard,OperatorType
天赋卡,atk_vanguard,targetOperatorDataId,-1,int
天赋卡,atk_vanguard,purchaseCooldownPenalty,15,int
天赋卡,atk_vanguard,cardScope,PerRun,CardScope
天赋卡,atk_vanguard,isGuardianRewindCard,false,bool
天赋卡,atk_vanguard,triggerType,None,GuardianRewindTriggerType
天赋卡,atk_vanguard,triggerValue,0,int
天赋卡,atk_vanguard,cardTier,Star,CardTier
天赋卡,atk_vanguard,dreamCardOperatorKey,,string
天赋卡,atk_vanguard,isCurse,false,bool
天赋卡,atk_vanguard,curseEffectType,None,TalentEffectType
天赋卡,atk_vanguard,curseEffectValue,0,int
天赋卡,atk_vanguard,curseSecondaryEffectType,None,TalentEffectType
天赋卡,atk_vanguard,curseSecondaryEffectValue,0,int
天赋卡,atk_vanguard,curseRemovable,true,bool
天赋卡,def_armor,cardId,def_armor,string
天赋卡,def_armor,displayName,铁壁防御,string
天赋卡,def_armor,description,全体干员防御力+30%,string
天赋卡,def_armor,cardType,Defense,TalentCardType
天赋卡,def_armor,rarity,Common,TalentCardRarity
天赋卡,def_armor,slotDiscount,0.00,float
天赋卡,def_armor,effectType,DefensePercent,TalentEffectType
天赋卡,def_armor,effectValue,30,int
天赋卡,def_armor,effectValue2,0,int
天赋卡,def_armor,secondaryEffectType,None,TalentEffectType
天赋卡,def_armor,secondaryEffectValue,0,int
天赋卡,def_armor,secondaryEffectValue2,0,int
天赋卡,def_armor,effectTarget,Global,CardEffectTarget
天赋卡,def_armor,targetOperatorType,Vanguard,OperatorType
天赋卡,def_armor,targetOperatorDataId,-1,int
天赋卡,def_armor,purchaseCooldownPenalty,0,int
天赋卡,def_armor,cardScope,PerRun,CardScope
天赋卡,def_armor,isGuardianRewindCard,false,bool
天赋卡,def_armor,triggerType,None,GuardianRewindTriggerType
天赋卡,def_armor,triggerValue,0,int
天赋卡,def_armor,cardTier,Star,CardTier
天赋卡,def_armor,dreamCardOperatorKey,,string
天赋卡,def_armor,isCurse,false,bool
天赋卡,def_armor,curseEffectType,None,TalentEffectType
天赋卡,def_armor,curseEffectValue,0,int
天赋卡,def_armor,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_armor,curseSecondaryEffectValue,0,int
天赋卡,def_armor,curseRemovable,true,bool
天赋卡,def_armor_regen,cardId,def_armor_regen,string
天赋卡,def_armor_regen,displayName,自然恢复,string
天赋卡,def_armor_regen,description,全体干员最大生命值+20%，攻击吸血+1%,string
天赋卡,def_armor_regen,cardType,Defense,TalentCardType
天赋卡,def_armor_regen,rarity,Advanced,TalentCardRarity
天赋卡,def_armor_regen,slotDiscount,0.00,float
天赋卡,def_armor_regen,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_armor_regen,effectValue,20,int
天赋卡,def_armor_regen,effectValue2,0,int
天赋卡,def_armor_regen,secondaryEffectType,LifeStealPercent,TalentEffectType
天赋卡,def_armor_regen,secondaryEffectValue,1,int
天赋卡,def_armor_regen,secondaryEffectValue2,0,int
天赋卡,def_armor_regen,effectTarget,Global,CardEffectTarget
天赋卡,def_armor_regen,targetOperatorType,Vanguard,OperatorType
天赋卡,def_armor_regen,targetOperatorDataId,-1,int
天赋卡,def_armor_regen,purchaseCooldownPenalty,0,int
天赋卡,def_armor_regen,cardScope,PerRun,CardScope
天赋卡,def_armor_regen,isGuardianRewindCard,false,bool
天赋卡,def_armor_regen,triggerType,None,GuardianRewindTriggerType
天赋卡,def_armor_regen,triggerValue,0,int
天赋卡,def_armor_regen,cardTier,Star,CardTier
天赋卡,def_armor_regen,dreamCardOperatorKey,,string
天赋卡,def_armor_regen,isCurse,false,bool
天赋卡,def_armor_regen,curseEffectType,None,TalentEffectType
天赋卡,def_armor_regen,curseEffectValue,0,int
天赋卡,def_armor_regen,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_armor_regen,curseSecondaryEffectValue,0,int
天赋卡,def_armor_regen,curseRemovable,true,bool
天赋卡,def_defender_block,cardId,def_defender_block,string
天赋卡,def_defender_block,displayName,重装壁垒,string
天赋卡,def_defender_block,description,重装干员阻挡数+1,string
天赋卡,def_defender_block,cardType,Defense,TalentCardType
天赋卡,def_defender_block,rarity,Advanced,TalentCardRarity
天赋卡,def_defender_block,slotDiscount,0.00,float
天赋卡,def_defender_block,effectType,None,TalentEffectType
天赋卡,def_defender_block,effectValue,0,int
天赋卡,def_defender_block,effectValue2,0,int
天赋卡,def_defender_block,secondaryEffectType,None,TalentEffectType
天赋卡,def_defender_block,secondaryEffectValue,0,int
天赋卡,def_defender_block,secondaryEffectValue2,0,int
天赋卡,def_defender_block,effectTarget,ByClass,CardEffectTarget
天赋卡,def_defender_block,targetOperatorType,Defender,OperatorType
天赋卡,def_defender_block,targetOperatorDataId,-1,int
天赋卡,def_defender_block,purchaseCooldownPenalty,15,int
天赋卡,def_defender_block,cardScope,PerRun,CardScope
天赋卡,def_defender_block,isGuardianRewindCard,false,bool
天赋卡,def_defender_block,triggerType,None,GuardianRewindTriggerType
天赋卡,def_defender_block,triggerValue,0,int
天赋卡,def_defender_block,cardTier,Star,CardTier
天赋卡,def_defender_block,dreamCardOperatorKey,,string
天赋卡,def_defender_block,isCurse,false,bool
天赋卡,def_defender_block,curseEffectType,None,TalentEffectType
天赋卡,def_defender_block,curseEffectValue,0,int
天赋卡,def_defender_block,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_defender_block,curseSecondaryEffectValue,0,int
天赋卡,def_defender_block,curseRemovable,true,bool
天赋卡,def_dodge,cardId,def_dodge,string
天赋卡,def_dodge,displayName,灵活闪避,string
天赋卡,def_dodge,description,全体干员攻速+20%,string
天赋卡,def_dodge,cardType,Defense,TalentCardType
天赋卡,def_dodge,rarity,Common,TalentCardRarity
天赋卡,def_dodge,slotDiscount,0.00,float
天赋卡,def_dodge,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,def_dodge,effectValue,20,int
天赋卡,def_dodge,effectValue2,0,int
天赋卡,def_dodge,secondaryEffectType,None,TalentEffectType
天赋卡,def_dodge,secondaryEffectValue,0,int
天赋卡,def_dodge,secondaryEffectValue2,0,int
天赋卡,def_dodge,effectTarget,Global,CardEffectTarget
天赋卡,def_dodge,targetOperatorType,Vanguard,OperatorType
天赋卡,def_dodge,targetOperatorDataId,-1,int
天赋卡,def_dodge,purchaseCooldownPenalty,0,int
天赋卡,def_dodge,cardScope,PerRun,CardScope
天赋卡,def_dodge,isGuardianRewindCard,false,bool
天赋卡,def_dodge,triggerType,None,GuardianRewindTriggerType
天赋卡,def_dodge,triggerValue,0,int
天赋卡,def_dodge,cardTier,Star,CardTier
天赋卡,def_dodge,dreamCardOperatorKey,,string
天赋卡,def_dodge,isCurse,false,bool
天赋卡,def_dodge,curseEffectType,None,TalentEffectType
天赋卡,def_dodge,curseEffectValue,0,int
天赋卡,def_dodge,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_dodge,curseSecondaryEffectValue,0,int
天赋卡,def_dodge,curseRemovable,true,bool
天赋卡,def_guard,cardId,def_guard,string
天赋卡,def_guard,displayName,近卫防御,string
天赋卡,def_guard,description,近卫干员防御力+40%，生命值+15%,string
天赋卡,def_guard,cardType,Defense,TalentCardType
天赋卡,def_guard,rarity,Advanced,TalentCardRarity
天赋卡,def_guard,slotDiscount,0.00,float
天赋卡,def_guard,effectType,DefensePercent,TalentEffectType
天赋卡,def_guard,effectValue,40,int
天赋卡,def_guard,effectValue2,0,int
天赋卡,def_guard,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,def_guard,secondaryEffectValue,15,int
天赋卡,def_guard,secondaryEffectValue2,0,int
天赋卡,def_guard,effectTarget,ByClass,CardEffectTarget
天赋卡,def_guard,targetOperatorType,Vanguard,OperatorType
天赋卡,def_guard,targetOperatorDataId,-1,int
天赋卡,def_guard,purchaseCooldownPenalty,15,int
天赋卡,def_guard,cardScope,PerRun,CardScope
天赋卡,def_guard,isGuardianRewindCard,false,bool
天赋卡,def_guard,triggerType,None,GuardianRewindTriggerType
天赋卡,def_guard,triggerValue,0,int
天赋卡,def_guard,cardTier,Star,CardTier
天赋卡,def_guard,dreamCardOperatorKey,,string
天赋卡,def_guard,isCurse,false,bool
天赋卡,def_guard,curseEffectType,None,TalentEffectType
天赋卡,def_guard,curseEffectValue,0,int
天赋卡,def_guard,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_guard,curseSecondaryEffectValue,0,int
天赋卡,def_guard,curseRemovable,true,bool
天赋卡,def_hp,cardId,def_hp,string
天赋卡,def_hp,displayName,生命强化,string
天赋卡,def_hp,description,全体干员最大生命值+25%,string
天赋卡,def_hp,cardType,Defense,TalentCardType
天赋卡,def_hp,rarity,Common,TalentCardRarity
天赋卡,def_hp,slotDiscount,0.00,float
天赋卡,def_hp,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_hp,effectValue,25,int
天赋卡,def_hp,effectValue2,0,int
天赋卡,def_hp,secondaryEffectType,None,TalentEffectType
天赋卡,def_hp,secondaryEffectValue,0,int
天赋卡,def_hp,secondaryEffectValue2,0,int
天赋卡,def_hp,effectTarget,Global,CardEffectTarget
天赋卡,def_hp,targetOperatorType,Vanguard,OperatorType
天赋卡,def_hp,targetOperatorDataId,-1,int
天赋卡,def_hp,purchaseCooldownPenalty,0,int
天赋卡,def_hp,cardScope,PerRun,CardScope
天赋卡,def_hp,isGuardianRewindCard,false,bool
天赋卡,def_hp,triggerType,None,GuardianRewindTriggerType
天赋卡,def_hp,triggerValue,0,int
天赋卡,def_hp,cardTier,Star,CardTier
天赋卡,def_hp,dreamCardOperatorKey,,string
天赋卡,def_hp,isCurse,false,bool
天赋卡,def_hp,curseEffectType,None,TalentEffectType
天赋卡,def_hp,curseEffectValue,0,int
天赋卡,def_hp,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_hp,curseSecondaryEffectValue,0,int
天赋卡,def_hp,curseRemovable,true,bool
天赋卡,def_medic,cardId,def_medic,string
天赋卡,def_medic,displayName,医疗守护,string
天赋卡,def_medic,description,医疗干员治疗量+30%,string
天赋卡,def_medic,cardType,Defense,TalentCardType
天赋卡,def_medic,rarity,Common,TalentCardRarity
天赋卡,def_medic,slotDiscount,0.00,float
天赋卡,def_medic,effectType,None,TalentEffectType
天赋卡,def_medic,effectValue,30,int
天赋卡,def_medic,effectValue2,0,int
天赋卡,def_medic,secondaryEffectType,None,TalentEffectType
天赋卡,def_medic,secondaryEffectValue,0,int
天赋卡,def_medic,secondaryEffectValue2,0,int
天赋卡,def_medic,effectTarget,ByClass,CardEffectTarget
天赋卡,def_medic,targetOperatorType,Medic,OperatorType
天赋卡,def_medic,targetOperatorDataId,-1,int
天赋卡,def_medic,purchaseCooldownPenalty,15,int
天赋卡,def_medic,cardScope,PerRun,CardScope
天赋卡,def_medic,isGuardianRewindCard,false,bool
天赋卡,def_medic,triggerType,None,GuardianRewindTriggerType
天赋卡,def_medic,triggerValue,0,int
天赋卡,def_medic,cardTier,Star,CardTier
天赋卡,def_medic,dreamCardOperatorKey,,string
天赋卡,def_medic,isCurse,false,bool
天赋卡,def_medic,curseEffectType,None,TalentEffectType
天赋卡,def_medic,curseEffectValue,0,int
天赋卡,def_medic,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_medic,curseSecondaryEffectValue,0,int
天赋卡,def_medic,curseRemovable,true,bool
天赋卡,def_ranged_hp,cardId,def_ranged_hp,string
天赋卡,def_ranged_hp,displayName,远程生存,string
天赋卡,def_ranged_hp,description,狙击/术师/医疗干员最大生命值+20%,string
天赋卡,def_ranged_hp,cardType,Defense,TalentCardType
天赋卡,def_ranged_hp,rarity,Common,TalentCardRarity
天赋卡,def_ranged_hp,slotDiscount,0.00,float
天赋卡,def_ranged_hp,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_ranged_hp,effectValue,20,int
天赋卡,def_ranged_hp,effectValue2,0,int
天赋卡,def_ranged_hp,secondaryEffectType,None,TalentEffectType
天赋卡,def_ranged_hp,secondaryEffectValue,0,int
天赋卡,def_ranged_hp,secondaryEffectValue2,0,int
天赋卡,def_ranged_hp,effectTarget,Global,CardEffectTarget
天赋卡,def_ranged_hp,targetOperatorType,Vanguard,OperatorType
天赋卡,def_ranged_hp,targetOperatorDataId,-1,int
天赋卡,def_ranged_hp,purchaseCooldownPenalty,0,int
天赋卡,def_ranged_hp,cardScope,PerRun,CardScope
天赋卡,def_ranged_hp,isGuardianRewindCard,false,bool
天赋卡,def_ranged_hp,triggerType,None,GuardianRewindTriggerType
天赋卡,def_ranged_hp,triggerValue,0,int
天赋卡,def_ranged_hp,cardTier,Star,CardTier
天赋卡,def_ranged_hp,dreamCardOperatorKey,,string
天赋卡,def_ranged_hp,isCurse,false,bool
天赋卡,def_ranged_hp,curseEffectType,None,TalentEffectType
天赋卡,def_ranged_hp,curseEffectValue,0,int
天赋卡,def_ranged_hp,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_ranged_hp,curseSecondaryEffectValue,0,int
天赋卡,def_ranged_hp,curseRemovable,true,bool
天赋卡,def_specialist,cardId,def_specialist,string
天赋卡,def_specialist,displayName,特种机动,string
天赋卡,def_specialist,description,特种干员移动速度+50%,string
天赋卡,def_specialist,cardType,Defense,TalentCardType
天赋卡,def_specialist,rarity,Common,TalentCardRarity
天赋卡,def_specialist,slotDiscount,0.00,float
天赋卡,def_specialist,effectType,MoveSpeedPercent,TalentEffectType
天赋卡,def_specialist,effectValue,50,int
天赋卡,def_specialist,effectValue2,0,int
天赋卡,def_specialist,secondaryEffectType,None,TalentEffectType
天赋卡,def_specialist,secondaryEffectValue,0,int
天赋卡,def_specialist,secondaryEffectValue2,0,int
天赋卡,def_specialist,effectTarget,ByClass,CardEffectTarget
天赋卡,def_specialist,targetOperatorType,Specialist,OperatorType
天赋卡,def_specialist,targetOperatorDataId,-1,int
天赋卡,def_specialist,purchaseCooldownPenalty,15,int
天赋卡,def_specialist,cardScope,PerRun,CardScope
天赋卡,def_specialist,isGuardianRewindCard,false,bool
天赋卡,def_specialist,triggerType,None,GuardianRewindTriggerType
天赋卡,def_specialist,triggerValue,0,int
天赋卡,def_specialist,cardTier,Star,CardTier
天赋卡,def_specialist,dreamCardOperatorKey,,string
天赋卡,def_specialist,isCurse,false,bool
天赋卡,def_specialist,curseEffectType,None,TalentEffectType
天赋卡,def_specialist,curseEffectValue,0,int
天赋卡,def_specialist,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_specialist,curseSecondaryEffectValue,0,int
天赋卡,def_specialist,curseRemovable,true,bool
天赋卡,def_vanguard_block,cardId,def_vanguard_block,string
天赋卡,def_vanguard_block,displayName,先锋壁垒,string
天赋卡,def_vanguard_block,description,先锋干员阻挡数+1,string
天赋卡,def_vanguard_block,cardType,Defense,TalentCardType
天赋卡,def_vanguard_block,rarity,Advanced,TalentCardRarity
天赋卡,def_vanguard_block,slotDiscount,0.00,float
天赋卡,def_vanguard_block,effectType,None,TalentEffectType
天赋卡,def_vanguard_block,effectValue,0,int
天赋卡,def_vanguard_block,effectValue2,0,int
天赋卡,def_vanguard_block,secondaryEffectType,None,TalentEffectType
天赋卡,def_vanguard_block,secondaryEffectValue,0,int
天赋卡,def_vanguard_block,secondaryEffectValue2,0,int
天赋卡,def_vanguard_block,effectTarget,ByClass,CardEffectTarget
天赋卡,def_vanguard_block,targetOperatorType,Guard,OperatorType
天赋卡,def_vanguard_block,targetOperatorDataId,-1,int
天赋卡,def_vanguard_block,purchaseCooldownPenalty,15,int
天赋卡,def_vanguard_block,cardScope,PerRun,CardScope
天赋卡,def_vanguard_block,isGuardianRewindCard,false,bool
天赋卡,def_vanguard_block,triggerType,None,GuardianRewindTriggerType
天赋卡,def_vanguard_block,triggerValue,0,int
天赋卡,def_vanguard_block,cardTier,Star,CardTier
天赋卡,def_vanguard_block,dreamCardOperatorKey,,string
天赋卡,def_vanguard_block,isCurse,false,bool
天赋卡,def_vanguard_block,curseEffectType,None,TalentEffectType
天赋卡,def_vanguard_block,curseEffectValue,0,int
天赋卡,def_vanguard_block,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_vanguard_block,curseSecondaryEffectValue,0,int
天赋卡,def_vanguard_block,curseRemovable,true,bool
天赋卡,grd_damage,cardId,grd_damage,string
天赋卡,grd_damage,displayName,守护之矛,string
天赋卡,grd_damage,description,守护点攻击力+150,string
天赋卡,grd_damage,cardType,Guardian,TalentCardType
天赋卡,grd_damage,rarity,Common,TalentCardRarity
天赋卡,grd_damage,slotDiscount,0.00,float
天赋卡,grd_damage,effectType,GuardianDamageBonus,TalentEffectType
天赋卡,grd_damage,effectValue,150,int
天赋卡,grd_damage,effectValue2,0,int
天赋卡,grd_damage,secondaryEffectType,None,TalentEffectType
天赋卡,grd_damage,secondaryEffectValue,0,int
天赋卡,grd_damage,secondaryEffectValue2,0,int
天赋卡,grd_damage,effectTarget,Global,CardEffectTarget
天赋卡,grd_damage,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_damage,targetOperatorDataId,-1,int
天赋卡,grd_damage,purchaseCooldownPenalty,0,int
天赋卡,grd_damage,cardScope,PerRun,CardScope
天赋卡,grd_damage,isGuardianRewindCard,false,bool
天赋卡,grd_damage,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_damage,triggerValue,0,int
天赋卡,grd_damage,cardTier,Star,CardTier
天赋卡,grd_damage,dreamCardOperatorKey,,string
天赋卡,grd_damage,isCurse,false,bool
天赋卡,grd_damage,curseEffectType,None,TalentEffectType
天赋卡,grd_damage,curseEffectValue,0,int
天赋卡,grd_damage,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_damage,curseSecondaryEffectValue,0,int
天赋卡,grd_damage,curseRemovable,true,bool
天赋卡,grd_hp,cardId,grd_hp,string
天赋卡,grd_hp,displayName,守护之心,string
天赋卡,grd_hp,description,守护点最大生命值+3,string
天赋卡,grd_hp,cardType,Guardian,TalentCardType
天赋卡,grd_hp,rarity,Common,TalentCardRarity
天赋卡,grd_hp,slotDiscount,0.00,float
天赋卡,grd_hp,effectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_hp,effectValue,3,int
天赋卡,grd_hp,effectValue2,0,int
天赋卡,grd_hp,secondaryEffectType,None,TalentEffectType
天赋卡,grd_hp,secondaryEffectValue,0,int
天赋卡,grd_hp,secondaryEffectValue2,0,int
天赋卡,grd_hp,effectTarget,Global,CardEffectTarget
天赋卡,grd_hp,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_hp,targetOperatorDataId,-1,int
天赋卡,grd_hp,purchaseCooldownPenalty,0,int
天赋卡,grd_hp,cardScope,PerRun,CardScope
天赋卡,grd_hp,isGuardianRewindCard,false,bool
天赋卡,grd_hp,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_hp,triggerValue,0,int
天赋卡,grd_hp,cardTier,Star,CardTier
天赋卡,grd_hp,dreamCardOperatorKey,,string
天赋卡,grd_hp,isCurse,false,bool
天赋卡,grd_hp,curseEffectType,None,TalentEffectType
天赋卡,grd_hp,curseEffectValue,0,int
天赋卡,grd_hp,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_hp,curseSecondaryEffectValue,0,int
天赋卡,grd_hp,curseRemovable,true,bool
天赋卡,grd_multi,cardId,grd_multi,string
天赋卡,grd_multi,displayName,守护风暴,string
天赋卡,grd_multi,description,守护点同时攻击目标数+2,string
天赋卡,grd_multi,cardType,Guardian,TalentCardType
天赋卡,grd_multi,rarity,Advanced,TalentCardRarity
天赋卡,grd_multi,slotDiscount,0.00,float
天赋卡,grd_multi,effectType,GuardianMultiTarget,TalentEffectType
天赋卡,grd_multi,effectValue,2,int
天赋卡,grd_multi,effectValue2,0,int
天赋卡,grd_multi,secondaryEffectType,None,TalentEffectType
天赋卡,grd_multi,secondaryEffectValue,0,int
天赋卡,grd_multi,secondaryEffectValue2,0,int
天赋卡,grd_multi,effectTarget,Global,CardEffectTarget
天赋卡,grd_multi,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_multi,targetOperatorDataId,-1,int
天赋卡,grd_multi,purchaseCooldownPenalty,0,int
天赋卡,grd_multi,cardScope,PerRun,CardScope
天赋卡,grd_multi,isGuardianRewindCard,false,bool
天赋卡,grd_multi,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_multi,triggerValue,0,int
天赋卡,grd_multi,cardTier,Star,CardTier
天赋卡,grd_multi,dreamCardOperatorKey,,string
天赋卡,grd_multi,isCurse,false,bool
天赋卡,grd_multi,curseEffectType,None,TalentEffectType
天赋卡,grd_multi,curseEffectValue,0,int
天赋卡,grd_multi,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_multi,curseSecondaryEffectValue,0,int
天赋卡,grd_multi,curseRemovable,true,bool
天赋卡,grd_pierce,cardId,grd_pierce,string
天赋卡,grd_pierce,displayName,守护穿透,string
天赋卡,grd_pierce,description,守护点攻击无视100%防御,string
天赋卡,grd_pierce,cardType,Guardian,TalentCardType
天赋卡,grd_pierce,rarity,Advanced,TalentCardRarity
天赋卡,grd_pierce,slotDiscount,0.00,float
天赋卡,grd_pierce,effectType,DefensePenetration,TalentEffectType
天赋卡,grd_pierce,effectValue,100,int
天赋卡,grd_pierce,effectValue2,0,int
天赋卡,grd_pierce,secondaryEffectType,None,TalentEffectType
天赋卡,grd_pierce,secondaryEffectValue,0,int
天赋卡,grd_pierce,secondaryEffectValue2,0,int
天赋卡,grd_pierce,effectTarget,Global,CardEffectTarget
天赋卡,grd_pierce,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_pierce,targetOperatorDataId,-1,int
天赋卡,grd_pierce,purchaseCooldownPenalty,0,int
天赋卡,grd_pierce,cardScope,PerRun,CardScope
天赋卡,grd_pierce,isGuardianRewindCard,false,bool
天赋卡,grd_pierce,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_pierce,triggerValue,0,int
天赋卡,grd_pierce,cardTier,Star,CardTier
天赋卡,grd_pierce,dreamCardOperatorKey,,string
天赋卡,grd_pierce,isCurse,false,bool
天赋卡,grd_pierce,curseEffectType,None,TalentEffectType
天赋卡,grd_pierce,curseEffectValue,0,int
天赋卡,grd_pierce,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_pierce,curseSecondaryEffectValue,0,int
天赋卡,grd_pierce,curseRemovable,true,bool
天赋卡,grd_range,cardId,grd_range,string
天赋卡,grd_range,displayName,守护射程,string
天赋卡,grd_range,description,守护点攻击范围+2格,string
天赋卡,grd_range,cardType,Guardian,TalentCardType
天赋卡,grd_range,rarity,Common,TalentCardRarity
天赋卡,grd_range,slotDiscount,0.00,float
天赋卡,grd_range,effectType,GuardianRangeBonus,TalentEffectType
天赋卡,grd_range,effectValue,2,int
天赋卡,grd_range,effectValue2,0,int
天赋卡,grd_range,secondaryEffectType,None,TalentEffectType
天赋卡,grd_range,secondaryEffectValue,0,int
天赋卡,grd_range,secondaryEffectValue2,0,int
天赋卡,grd_range,effectTarget,Global,CardEffectTarget
天赋卡,grd_range,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_range,targetOperatorDataId,-1,int
天赋卡,grd_range,purchaseCooldownPenalty,0,int
天赋卡,grd_range,cardScope,PerRun,CardScope
天赋卡,grd_range,isGuardianRewindCard,false,bool
天赋卡,grd_range,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_range,triggerValue,0,int
天赋卡,grd_range,cardTier,Star,CardTier
天赋卡,grd_range,dreamCardOperatorKey,,string
天赋卡,grd_range,isCurse,false,bool
天赋卡,grd_range,curseEffectType,None,TalentEffectType
天赋卡,grd_range,curseEffectValue,0,int
天赋卡,grd_range,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_range,curseSecondaryEffectValue,0,int
天赋卡,grd_range,curseRemovable,true,bool
天赋卡,grd_regen,cardId,grd_regen,string
天赋卡,grd_regen,displayName,守护回复,string
天赋卡,grd_regen,description,守护点每10秒回复1点生命,string
天赋卡,grd_regen,cardType,Guardian,TalentCardType
天赋卡,grd_regen,rarity,Common,TalentCardRarity
天赋卡,grd_regen,slotDiscount,0.00,float
天赋卡,grd_regen,effectType,GuardianRegenInterval,TalentEffectType
天赋卡,grd_regen,effectValue,10,int
天赋卡,grd_regen,effectValue2,0,int
天赋卡,grd_regen,secondaryEffectType,None,TalentEffectType
天赋卡,grd_regen,secondaryEffectValue,0,int
天赋卡,grd_regen,secondaryEffectValue2,0,int
天赋卡,grd_regen,effectTarget,Global,CardEffectTarget
天赋卡,grd_regen,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_regen,targetOperatorDataId,-1,int
天赋卡,grd_regen,purchaseCooldownPenalty,0,int
天赋卡,grd_regen,cardScope,PerRun,CardScope
天赋卡,grd_regen,isGuardianRewindCard,false,bool
天赋卡,grd_regen,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_regen,triggerValue,0,int
天赋卡,grd_regen,cardTier,Star,CardTier
天赋卡,grd_regen,dreamCardOperatorKey,,string
天赋卡,grd_regen,isCurse,false,bool
天赋卡,grd_regen,curseEffectType,None,TalentEffectType
天赋卡,grd_regen,curseEffectValue,0,int
天赋卡,grd_regen,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_regen,curseSecondaryEffectValue,0,int
天赋卡,grd_regen,curseRemovable,true,bool
天赋卡,grd_rewind,cardId,grd_rewind,string
天赋卡,grd_rewind,displayName,时光延长,string
天赋卡,grd_rewind,description,时光回溯额外回退3秒,string
天赋卡,grd_rewind,cardType,Guardian,TalentCardType
天赋卡,grd_rewind,rarity,Advanced,TalentCardRarity
天赋卡,grd_rewind,slotDiscount,0.00,float
天赋卡,grd_rewind,effectType,GuardianRewindExtraTime,TalentEffectType
天赋卡,grd_rewind,effectValue,3,int
天赋卡,grd_rewind,effectValue2,0,int
天赋卡,grd_rewind,secondaryEffectType,None,TalentEffectType
天赋卡,grd_rewind,secondaryEffectValue,0,int
天赋卡,grd_rewind,secondaryEffectValue2,0,int
天赋卡,grd_rewind,effectTarget,Global,CardEffectTarget
天赋卡,grd_rewind,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_rewind,targetOperatorDataId,-1,int
天赋卡,grd_rewind,purchaseCooldownPenalty,0,int
天赋卡,grd_rewind,cardScope,PerRun,CardScope
天赋卡,grd_rewind,isGuardianRewindCard,false,bool
天赋卡,grd_rewind,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_rewind,triggerValue,0,int
天赋卡,grd_rewind,cardTier,Star,CardTier
天赋卡,grd_rewind,dreamCardOperatorKey,,string
天赋卡,grd_rewind,isCurse,false,bool
天赋卡,grd_rewind,curseEffectType,None,TalentEffectType
天赋卡,grd_rewind,curseEffectValue,0,int
天赋卡,grd_rewind,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_rewind,curseSecondaryEffectValue,0,int
天赋卡,grd_rewind,curseRemovable,true,bool
天赋卡,grd_shield,cardId,grd_shield,string
天赋卡,grd_shield,displayName,能量护盾,string
